sms_content,is_phishing,dataset_source,has_url,has_email,has_phone_number,url_string,domain,tld,subdomain,is_ip_address_url,redirected_url,url_subcategory,domain_age_days,domain_registrar,sender,sender_type,brand,message_category,sms_length,num_special_chars,num_digits,num_all_caps_words,phishing_keywords_count,sms_content_cleaned_for_nlp
I'm in a movie... Collect car oredi...,0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,31,7,0,0,0,im movie collect car oredi
We left already we at orchard now.,0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,33,1,0,0,1,left already orchard
"Hi there, 2nights ur lucky night! Uve been invited 2 XCHAT, the Uks wildest chat! Txt CHAT to 86688 now! 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs",1,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,87,10,18,0,1,hi nights ur lucky night uve invited xchat uks wildest chat txt chat pmsgrcvdhgsuitelandsrowwjhl ldn yrs
Nothing spl..wat abt u and whr ru?,0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,31,3,0,0,0,nothing splwat abt u whr ru
No chikku nt yet.. Ya i'm free,0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,27,3,0,0,1,chikku nt yet ya im free
"Aldrine, rakhesh ex RTM here.pls call.urgent.",0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,41,4,0,0,2,aldrine rakhesh ex rtm herepls callurgent
The search 4 happiness is 1 of d main sources of unhappiness! Accept life the way it comes! U will find happiness in every moment u live.,0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,130,3,2,0,2,search happiness main sources unhappiness accept life way comes u find happiness every moment u live
I'm at home. Please call,0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,22,2,0,0,1,im home please call
"I guess you could be as good an excuse as any, lol.",0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,49,2,0,0,0,guess could good excuse lol
"Isn't frnd a necesity in life? imagine urself witout a frnd.. hw'd u feel at ur colleg? wat'll u do wth ur cell? wat abt functions? thnk abt events espe'll cared, missed &amp; irritated u? 4wrd it to all those dear-loving frnds wthout whom u cant live.. I jst did it.. Takecare..:) GOODMORNING",0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,265,23,1,0,0,isnt frnd necesity life imagine urself witout frnd hwd u feel ur colleg watll u wth ur cell wat abt functions thnk abt events espell cared missed amp irritated u wrd dearloving frnds wthout u cant live jst takecare goodmorning
Gud mrng dear hav a nice day,0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,28,0,0,0,0,gud mrng dear hav nice day
Old Orchard near univ. How about you?,0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,35,2,0,0,0,old orchard near univ
"4 tacos + 1 rajas burrito, right?",0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,25,3,2,0,0,tacos rajas burrito right
"ItÛ÷s å£6 to get in, is that ok?",0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,30,2,1,0,0,itû÷s å£ get ok
Hows the street where the end of library walk is?,0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,48,1,0,0,0,hows street end library walk
"Plz note: if anyone calling from a mobile Co. &amp; asks u to type # &lt;#&gt;  or # &lt;#&gt; . Do not do so. Disconnect the call,coz it iz an attempt of 'terrorist' to make use of the sim card no. Itz confirmd by nokia n motorola n has been verified by CNN IBN.",0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,236,23,0,0,6,plz note anyone calling mobile co amp asks u type ltgt ltgt disconnect callcoz iz attempt terrorist make use sim card itz confirmd nokia n motorola n verified cnn ibn
We stopped to get ice cream and will go back after,0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,50,0,0,0,0,stopped get ice cream go back
Did you stitch his trouser,0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,26,0,0,0,0,stitch trouser
No da. . Vijay going to talk in jaya tv,0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,36,2,0,0,0,da vijay going talk jaya tv
2/2 146tf150p,1,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,0,1,8,0,0,tfp
Hey i'm bored... So i'm thinking of u... So wat r u doing?,0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,49,9,0,0,0,hey im bored im thinking u wat r u
"Nah, Wednesday. When should I bring the mini cheetos bag over?",0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,59,3,0,0,0,nah wednesday bring mini cheetos bag
Nobody names their penis a girls name this story doesn't add up at all,0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,69,1,0,0,0,nobody names penis girls name story doesnt add
"Aight, let me know when you're gonna be around usf",0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,48,2,0,0,1,aight let know youre gon na around usf
I'm not. She lip synced with shangela.,0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,35,3,0,0,0,im lip synced shangela
ÌÏ neva tell me how i noe... I'm not at home in da aft wat... ,0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,54,7,0,0,0,ìï neva tell noe im home da aft wat
"A bit of Ur smile is my hppnss, a drop of Ur tear is my sorrow, a part of Ur heart is my life, a heart like mine wil care for U, forevr as my GOODFRIEND",0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,148,4,0,0,0,bit ur smile hppnss drop ur tear sorrow part ur heart life heart like mine wil care u forevr goodfriend
Dear Voucher Holder 2 claim your 1st class airport lounge passes when using Your holiday voucher call 08704439680. When booking quote 1st class x 2,1,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,122,1,15,0,2,dear voucher holder claim st class airport lounge passes using holiday voucher call booking quote st class x
"Buzz! Hey, my Love ! I think of you and hope your day goes well. Did you sleep in ? I miss you babe. I long for the moment we are together again*loving smile*",0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,148,8,0,0,0,buzz hey love think hope day goes well sleep miss babe long moment together againloving smile
"Haha... Sounds crazy, dunno can tahan anot...",0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,38,7,0,0,0,haha sounds crazy dunno tahan anot
Why are u up so early?,0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,21,1,0,0,0,u early
Ya that one is slow as poo,0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,26,0,0,0,0,ya one slow poo
Bloomberg -Message center +447797706009 Why wait? Apply for your future http://careers. bloomberg.com,1,D1,True,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,68,8,12,0,2,bloomberg message center wait apply future bloombergcom
"\Im on gloucesterroad what are uup to later?\""""",0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,42,5,0,0,0,im gloucesterroad uup later
Yes:)here tv is always available in work place..,0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,44,4,0,0,0,yeshere tv always available work place
YES! The only place in town to meet exciting adult singles is now in the UK. Txt CHAT to 86688 now! 150p/Msg.,1,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,90,5,8,0,1,yes place town meet exciting adult singles uk txt chat pmsg
Lol no ouch but wish i'd stayed out a bit longer,0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,47,1,0,0,0,lol ouch wish id stayed bit longer
"GOD ASKED, \What is forgiveness?\"" A little child gave lovely reply",0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,62,5,0,0,0,god asked forgiveness little child gave lovely reply
We'll join the  &lt;#&gt;  bus,0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,22,6,0,0,0,well join ltgt bus
Was just about to ask. Will keep this one. Maybe that's why you didn't get all the messages we sent you on glo,0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,106,4,0,0,1,ask keep one maybe thats didnt get messages sent glo
FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,1,D1,True,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,95,6,19,0,1,free st week nokia tone ur mob every week txt nokia get txting tell ur mates pobox wwq normptone
K.i will send in  &lt;#&gt;  min:),0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,24,8,0,0,0,ki send ltgt min
Would me smoking you out help us work through this difficult time,0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,65,0,0,0,0,would smoking help us work difficult time
"Someone U know has asked our dating service 2 contact you! Cant guess who? CALL 09058095107 NOW all will be revealed. POBox 7, S3XY 150p ",1,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,106,4,17,0,3,someone u know asked dating service contact cant guess call revealed pobox sxy p
Yes.mum lookin strong:),0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,20,3,0,0,0,yesmum lookin strong
"Sir Goodmorning, Once free call me.",0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,33,2,0,0,2,sir goodmorning free call
Where are you call me.,0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,21,1,0,0,1,call
Was gr8 to see that message. So when r u leaving? Congrats dear. What school and wat r ur plans.,0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,88,4,1,0,1,gr see message r u leaving congrats dear school wat r ur plans
Love it! The girls at the office may wonder why you are smiling but sore...,0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,71,4,0,0,0,love girls office may wonder smiling sore
"Hi, wlcome back, did wonder if you got eaten by a lion or something, nothing much",0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,78,3,0,0,0,hi wlcome back wonder got eaten lion something nothing much
Does uncle timi help in clearing cars,0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,37,0,0,0,0,uncle timi help clearing cars
I came hostel. I m going to sleep. Plz call me up before class. Hrishi.,0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,67,4,0,0,1,came hostel going sleep plz call class hrishi
Ok... But bag again..,0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,16,5,0,0,0,ok bag
Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.,0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,121,5,0,0,2,hi spoke maneesha v wed like know satisfied experience reply toll free yes
Ok lor. Msg me b4 u call.,0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,20,2,1,0,1,ok lor msg b u call
"Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 . 30pp/txt 1st 5free. å£1.50 increments. Help08718728876",1,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,95,12,27,0,1,mila age blonde new uk look sex uk guys u like fun text mtalk pptxt st free å£ increments help
"Once a fishrman woke early in d mrng. It was very dark. He waited a while &amp; found a sack ful of stones. He strtd throwin thm in2 d sea 2 pass time. Atlast he had jus 1stone, sun rose up &amp; he found out tht those r nt stones, those were diamonds. Moral:\Dont wake up early in d mrng'' GOOD night""",0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,273,16,3,0,0,fishrman woke early mrng dark waited amp found sack ful stones strtd throwin thm sea pass time atlast jus stone sun rose amp found tht r nt stones diamonds moraldont wake early mrng good night
"Claim a 200 shopping spree, just call 08717895698 now! Have you won! MobStoreQuiz10ppm",1,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,49,3,16,0,4,claim shopping spree call mobstorequizppm
Then ur physics get a-?,0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,21,2,0,0,0,ur physics get
"Dear friends, sorry for the late information. Today is the birthday of our loving Ar.Praveesh. for more details log on to face book and see. Its his number + &lt;#&gt; . Dont miss a delicious treat.",0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,183,13,0,0,3,dear friends sorry late information today birthday loving arpraveesh details log face book see number ltgt dont miss delicious treat
How r Ì_ going to send it to me?,0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,30,2,0,0,0,r ì going send
Can you do online transaction?,0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,29,1,0,0,3,online transaction
Dear got train and seat mine lower seat,0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,39,0,0,0,0,dear got train seat mine lower seat
Let me know if you need anything else. Salad or desert or something... How many beers shall i get?,0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,93,5,0,0,1,let know need anything else salad desert something many beers shall get
Wat r u doing?,0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,13,1,0,0,0,wat r u
WHORE YOU ARE UNBELIEVABLE.,0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,26,1,0,0,0,whore unbelievable
"Want to funk up ur fone with a weekly new tone reply TONES2U 2 this text. www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply",1,D1,True,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,117,6,3,0,2,want funk ur fone weekly new tone reply tonesu text original n best tones gbp network operator rates apply
Are you sure you don't mean \get here,0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,35,2,0,0,0,sure dont mean get
"I love you !!! You know? Can you feel it? Does it make your belly warm? I wish it does, my love ... I shall meet you in your dreams, Ahmad ... *adoring kiss*",0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,138,16,0,0,1,love know feel make belly warm wish love shall meet dreams ahmad adoring kiss
"Twinks, bears, scallies, skins and jocks are calling now. Don't miss the weekend's fun. Call 08712466669 at 10p/min. 2 stop texts call 08712460324(nat rate)",1,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,109,11,25,0,3,twinks bears scallies skins jocks calling dont miss weekends fun call pmin stop texts call nat rate
Love it! I want to flood that pretty pussy with cum...,0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,50,4,0,0,0,love want flood pretty pussy cum
Hey are you angry with me. Reply me dr.,0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,37,2,0,0,0,hey angry reply dr
Short But Cute: \Be a good person,0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,31,2,0,0,0,short cute good person
Also remember the beads don't come off. Ever.,0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,42,3,0,0,0,also remember beads dont come ever
They have a thread on the wishlist section of the forums where ppl post nitro requests. Start from the last page and collect from the bottom up.,0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,142,2,0,0,2,thread wishlist section forums ppl post nitro requests start last page collect bottom
For The First Time In The History 'Need' 'Comfort' And 'Luxury' Are Sold At Same Price In India..!! Onion-Rs. &lt;#&gt;  Petrol-Rs. &lt;#&gt;  Beer-Rs. &lt;#&gt;  SHESIL  &lt;#&gt;,0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,140,36,0,0,1,first time history need comfort luxury sold price india onionrs ltgt petrolrs ltgt beerrs ltgt shesil ltgt
"Feb  &lt;#&gt;  is \I LOVE U\"" day. Send dis to all ur \""VALUED FRNDS\"" evn me. If 3 comes back u'll gt married d person u luv! If u ignore dis u will lose ur luv 4 Evr""",0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,146,17,2,0,0,feb ltgt love u day send dis ur valued frnds evn comes back ull gt married person u luv u ignore dis u lose ur luv evr
"Actually nvm, got hella cash, we still on for  &lt;#&gt; ish?",0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,52,8,0,0,1,actually nvm got hella cash still ltgt ish
We tried to contact you re your reply to our offer of a Video Handset? 750 anytime any networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,1,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,138,4,14,0,6,tried contact reply offer video handset anytime networks mins unlimited text camcorder reply call
"It's ok, at least armand's still around",0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,36,3,0,0,0,ok least armands still around
No da. I am happy that we sit together na,0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,40,1,0,0,1,da happy sit together na
Yup song bro. No creative. Neva test quality. He said check review online.,0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,70,4,0,0,0,yup song bro creative neva test quality said check review online
"No dude, its not fake..my frnds got money, thts y i'm reffering u..if u member wit my mail link, u vl be credited  &lt;#&gt; rs and il be getiing  &lt;#&gt; rs..i can draw my acc wen it is  &lt;#&gt; rs..",0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,174,27,0,0,6,dude fakemy frnds got money thts im reffering uif u member wit mail link u vl credited ltgt rs il getiing ltgt rsi draw acc wen ltgt rs
Dude while were makin those weirdy brownies my sister made awesome cookies. I took pics.,0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,86,2,0,0,0,dude makin weirdy brownies sister made awesome cookies took pics
URGENT! We are trying to contact you. Last weekends draw shows that you have won a å£900 prize GUARANTEED. Call 09061701851. Claim code K61. Valid 12hours only,1,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,127,5,18,0,6,urgent trying contact last weekends draw shows å£ prize guaranteed call claim code k valid hours
Pls dont restrict her from eating anythin she likes for the next two days.,0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,73,1,0,0,0,pls dont restrict eating anythin likes next two days
Mm you ask him to come its enough :-),0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,33,3,0,0,0,mm ask come enough
At the funeral home with Audrey and dad,0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,39,0,0,0,0,funeral home audrey dad
"Aight, can you text me the address?",0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,33,2,0,0,2,aight text address
Excellent! Wish we were together right now!,0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,41,2,0,0,1,excellent wish together right
Yep then is fine 7.30 or 8.30 for ice age.,0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,31,3,6,0,1,yep fine ice age
Pls i wont belive god.not only jesus.,0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,35,2,0,0,0,pls wont belive godnot jesus
Can. Dunno wat to get 4 her...,0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,24,4,1,0,0,dunno wat get
"Not yet chikku..k, then wat abt tht guy did he stopped irritating or msging to u..",0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,77,5,0,0,0,yet chikkuk wat abt tht guy stopped irritating msging u
How long does it take to get it.,0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,31,1,0,0,0,long take get
This is my number by vivek..,0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,26,2,0,0,0,number vivek
74355 XMAS iscoming & ur awarded either å£500 CD gift vouchers & free entry 2 r å£100 weekly draw txt MUSIC to 87066 TnC,1,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,96,2,17,0,2,xmas iscoming ur awarded either å£ cd gift vouchers free entry r å£ weekly draw txt music tnc
"sorry brah, just finished the last of my exams, what up",0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,53,2,0,0,0,sorry brah finished last exams
"I got arrested for possession at, I shit you not,  &lt;TIME&gt;  pm",0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,59,6,0,0,0,got arrested possession shit lttimegt pm
You are right though. I can't give you the space you want and need. This is really starting to become an issue. I was going to suggest setting a definite move out--if i'm still there-- after greece. But maybe you are ready and should do it now.,0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,233,11,0,0,2,right though cant give space want need really starting become issue going suggest setting definite move outif im still greece maybe ready
Just normal only here :),0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,21,2,0,0,0,normal
"Please protect yourself from e-threats. SIB never asks for sensitive information like Passwords,ATM/SMS PIN thru email. Never share your password with anybody.",0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,153,6,0,0,9,please protect ethreats sib never asks sensitive information like passwordsatmsms pin thru email never share password anybody
I miss you so much I'm so desparate I have recorded the message you left for me the other day and listen to it just to hear the sound of your voice. I love you,0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,157,2,0,0,1,miss much im desparate recorded message left day listen hear sound voice love
Hi. I'm always online on yahoo and would like to chat with you someday,0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,68,2,0,0,0,hi im always online yahoo would like chat someday
"Goodmorning,my grandfather expired..so am on leave today.",0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,53,4,0,0,0,goodmorningmy grandfather expiredso leave today
Congratulations U can claim 2 VIP row A Tickets 2 C Blu in concert in November or Blu gift guaranteed Call 09061104276 to claim TS&Cs www.smsco.net costå£3.75max ,1,D1,True,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,123,4,16,0,5,congratulations u claim vip row tickets c blu concert november blu gift guaranteed call claim tscs costå£max
Where are you ? What are you doing ? Are yuou working on getting the pc to your mom's ? Did you find a spot that it would work ? I need you,0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,130,5,0,0,0,yuou working getting pc moms find spot would work need
"Sure, I'll see if I can come by in a bit",0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,38,2,0,0,0,sure ill see come bit
I agree. So i can stop thinkin about ipad. Can you please ask macho the same question.,0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,83,3,0,0,0,agree stop thinkin ipad please ask macho question
Let's pool our money together and buy a bunch of lotto tickets. If we win I get &lt;#&gt; % u get &lt;#&gt; %. Deal?,0,D1,False,False,False,unknown,unknown,unknown,unknown,False,unknown,unknown,0.0,unknown,unknown,unknown,unknown,unknown,98,16,0,0,1,lets pool money together buy bunch lotto tickets win get ltgt u get ltgt deal
